rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
246,PPR:PPR573943,,,10.1101/2022.11.18.517111,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Using Attention-based Deep Learning to Predict ERG:TMPRSS2 Fusion Status in Prostate Cancer from Whole Slide Images,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
247,MED:33223535,33223535,PMC7884404,10.1038/s41416-020-01168-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The Glasgow Microenvironment Score associates with prognosis and adjuvant chemotherapy response in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
248,MED:33422950,33422950,PMC7985292,10.1016/j.gde.2020.12.003,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Advances in colon cancer research: in vitro and animal models.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
249,MED:33494280,33494280,PMC7864494,10.3390/cancers13030391,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Artificial Intelligence for Histology-Based Detection of Microsatellite Instability and Prediction of Response to Immunotherapy in Colorectal Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
250,MED:33598100,33598100,PMC7851421,10.1016/j.csbj.2021.01.022,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,QuPath: The global impact of an open source digital pathology system.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
251,MED:33652647,33652647,PMC7956421,10.3390/cancers13050973,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Radiogenomics in Colorectal Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
252,MED:33809521,33809521,PMC7998792,10.3390/cancers13061325,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The Potential of Artificial Intelligence to Detect Lymphovascular Invasion in Testicular Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
253,MED:33967550,33967550,PMC8072192,10.3748/wjg.v27.i16.1664,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Artificial intelligence in gastroenterology and hepatology: Status and challenges.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
254,MED:33990804,33990804,,10.1038/s41591-021-01343-4,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning in histopathology: the path to the clinic.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
255,MED:34092975,34092975,PMC8160628,10.3748/wjg.v27.i20.2545,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,State of machine and deep learning in histopathological applications in digestive diseases.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
256,MED:34135549,34135549,PMC8173384,10.3748/wjg.v27.i21.2681,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Status quo and future prospects of artificial neural network from the perspective of gastroenterologists.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
257,MED:34135556,34135556,PMC8173389,10.3748/wjg.v27.i21.2818,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Requirements for implementation of artificial intelligence in the practice of gastrointestinal pathology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
258,MED:34234850,34234850,PMC8247380,10.7150/jca.55570,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Upregulating <i>KTN1</i> promotes Hepatocellular Carcinoma progression.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
259,MED:34470667,34470667,PMC8411524,10.1186/s13073-021-00955-2,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The expressed mutational landscape of microsatellite stable colorectal cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
260,MED:34564308,34564308,PMC8482176,10.3390/mps4030062,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,What's Wrong in a Jump? Prediction and Validation of Splice Site Variants.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
261,MED:34579788,34579788,PMC8477474,10.1186/s13073-021-00968-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Deep learning in cancer diagnosis, prognosis and treatment selection.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
262,MED:34686474,34686474,PMC8609154,10.1016/s2589-7500(21)00180-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Development and validation of a weakly supervised deep learning framework to predict the status of molecular pathways and key mutations in colorectal cancer from routine histology images: a retrospective study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
263,MED:34686475,34686475,,10.1016/s2589-7500(21)00232-6,context,unclear,low,,false,Towards computationally efficient prediction of molecular signatures from routine histology images.,No abstract is available; founder title-level adjudication is required.,,false
264,MED:34950575,34950575,PMC8688250,10.3389/fonc.2021.730854,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comprehensive Imaging Characterization of Colorectal Liver Metastases.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
265,MED:35083278,35083278,PMC8784816,10.3389/fmolb.2021.775700,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Development of an Aging-Related Gene Signature for Predicting Prognosis, Immunotherapy, and Chemotherapy Benefits in Rectal Cancer.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
266,MED:35155409,35155409,PMC8830423,10.3389/fbioe.2021.802794,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Morphology-Based Deep Learning Approach for Predicting Osteogenic Differentiation.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
267,PPR:PPR270504,,,10.1101/2021.01.19.21250122,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Novel deep learning algorithm predicts the status of molecular pathways and key mutations in colorectal cancer from routine histology images,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
268,MED:32086994,32086994,PMC7065247,10.1111/jebm.12373,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Brief introduction of medical database and data mining technology in big data era.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
269,MED:33177794,33177794,PMC7596644,10.3748/wjg.v26.i40.6207,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prediction of clinically actionable genetic alterations from colorectal cancer histopathology images using deep learning.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
270,MED:30270453,30270453,,10.1111/his.13760,context,unclear,low,,false,Artificial intelligence-the third revolution in pathology.,No abstract is available; founder title-level adjudication is required.,,false
271,MED:30862794,30862794,PMC6414679,10.1038/s41598-019-40787-0,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Comparative Transcriptome and Methylome Analysis in Human Skeletal Muscle Anabolism, Hypertrophy and Epigenetic Memory.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
272,MED:30886395,30886395,PMC7295073,10.1038/s41575-019-0126-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Immunotherapy in colorectal cancer: rationale, challenges and potential.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
273,MED:31011205,31011205,PMC6599610,10.1038/s41591-019-0424-4,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Genomic and transcriptomic profiling expands precision cancer medicine: the WINTHER trial.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
274,MED:31044725,31044725,,10.1016/s1470-2045(19)30172-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Explaining the unexplainable: discrepancies in results from the CALGB/SWOG 80405 and FIRE-3 studies.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
275,MED:29233930,29233930,PMC5754857,10.1136/gutjnl-2017-315333,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Critical research gaps and recommendations to inform research prioritisation for more effective prevention and improved outcomes in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
276,MED:29437871,29437871,,10.1136/gutjnl-2016-313498,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gut microbiota modulate T cell trafficking into human colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
277,MED:29790124,29790124,,10.1007/s40265-018-0921-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Colorectal Cancer: Why Does Side Matter?,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
278,MED:30207593,30207593,,10.3322/caac.21492,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Global cancer statistics 2018: GLOBOCAN estimates of incidence and mortality worldwide for 36 cancers in 185 countries.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
279,MED:30477151,30477151,PMC6321493,10.3390/ijms19123733,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Heterogeneity in Colorectal Cancer: A Challenge for Personalized Medicine?,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
280,MED:28490743,28490743,PMC5431982,10.1038/s41598-017-01966-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Allelic imbalance of somatic mutations in cancer genomes and transcriptomes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
281,MED:28884377,28884377,,10.1007/s11060-017-2570-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,IDH mutation status trumps the Pignatti risk score as a prognostic marker in low-grade gliomas.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
282,MED:29132337,29132337,PMC5683385,10.1186/s12885-017-3729-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene expression signatures of neuroendocrine prostate cancer and primary small cell prostatic carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
283,MED:26748214,26748214,PMC4808422,10.1016/j.ygyno.2015.12.033,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prediction of anti-angiogenesis escape.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
284,MED:26789870,26789870,PMC4784450,10.1056/nejmoa1506597,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,CDX2 as a Prognostic Biomarker in Stage II and Stage III Colon Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
285,MED:26865277,26865277,PMC4755360,10.1002/gcc.22329,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Integrated genomic profiling identifies microRNA-92a regulation of IQGAP2 in locally advanced rectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
286,MED:26890883,26890883,PMC4758664,10.1371/journal.pgen.1005778,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Integrated Multiregional Analysis Proposing a New Model of Colorectal Cancer Evolution.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
287,MED:27321955,27321955,,10.1016/j.ccell.2016.05.004,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comprehensive Transcriptional Analysis of Early-Stage Urothelial Carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
288,MED:27423409,27423409,PMC5556681,10.1016/j.media.2016.06.037,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Image analysis and machine learning in digital pathology: Challenges and opportunities.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
289,MED:27458531,27458531,PMC4944549,10.20892/j.issn.2095-3941.2016.0024,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Genetic and molecular changes in ovarian cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
290,MED:27536319,27536319,PMC4971393,10.3389/fgene.2016.00137,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene Coexpression Analyses Differentiate Networks Associated with Diverse Cancers Harboring TP53 Missense or Null Mutations.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
291,MED:28145097,28145097,PMC5527459,10.1002/1878-0261.12012,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Multiregion ultra-deep sequencing reveals early intermixing and variable levels of intratumoral heterogeneity in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
292,MED:25706628,25706628,,10.1038/ng.3225,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Stromal gene expression defines poor-prognosis subtypes in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
293,MED:26145760,26145760,,10.1016/j.ctrv.2015.06.007,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Rectal and colon cancer: Not just a different anatomic site.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
294,MED:26474385,26474385,PMC4742197,10.18632/oncotarget.5500,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Novel RNA variants in colorectal cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
295,MED:26499895,26499895,PMC4837114,10.1038/nrmicro3552,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gut biogeography of the bacterial microbiota.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
296,MED:24504546,24504546,,10.1007/s00428-013-1509-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prognostic biomarkers in endometrial and ovarian carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
297,MED:24747602,24747602,,10.1016/j.mce.2014.03.006,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,MicroRNAs as prognostic markers in ovarian cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
298,MED:25083765,25083765,PMC4118858,10.1371/journal.pone.0103159,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Sporadic early-onset colorectal cancer is a specific sub-type of cancer: a morphological, molecular and genetics study.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
299,MED:25160635,25160635,PMC5528577,10.1016/j.molonc.2014.07.021,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular pathology - the value of an integrative approach.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
300,MED:25234148,25234148,,10.1038/nri3738,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Regional specialization within the intestinal immune system.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
301,MED:25320007,25320007,PMC4252979,10.1158/0008-5472.can-14-1592,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Nuclear factor of activated T-cell activity is associated with metastatic capacity in colon cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
302,MED:25335543,25335543,,10.2217/whe.14.37,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Ovarian cancer: diagnostic, biological and prognostic aspects.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
303,MED:23584090,23584090,,10.1038/nm.3174,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Poor-prognosis colon cancer is defined by a molecularly distinct subtype and develops from serrated precursor lesions.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
304,MED:23618408,23618408,PMC4053844,10.1186/gb-2013-14-4-r36,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"TopHat2: accurate alignment of transcriptomes in the presence of insertions, deletions and gene fusions.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
305,MED:23836465,23836465,PMC3840702,10.1002/path.4212,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene expression patterns unveil a new level of molecular heterogeneity in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
306,MED:24120142,24120142,PMC3910500,10.1016/j.cell.2013.09.034,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The somatic genomic landscape of glioblastoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
307,MED:22427238,22427238,PMC3345105,10.1136/gutjnl-2011-300865,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Assessment of colorectal cancer molecular features along bowel subsites challenges the conception of distinct dichotomy of proximal versus distal colorectum.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
308,MED:22638577,22638577,PMC3458527,10.1093/nar/gks461,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Camera: a competitive gene set test accounting for inter-gene correlation.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
309,MED:22710688,22710688,,10.1007/s00384-012-1517-4,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene expression profiles in stages II and III colon cancers: application of a 128-gene signature.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
310,MED:22917480,22917480,,10.1089/omi.2012.0039,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A seven-gene signature aggregates a subgroup of stage II colon cancers with stage III.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
311,MED:22955987,22955987,PMC3431492,10.1101/gr.135350.111,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,GENCODE: the reference human genome annotation for The ENCODE Project.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
312,MED:23153532,23153532,PMC3512565,10.1016/j.ccr.2012.08.013,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Dependency of colorectal cancer on a TGF-β-driven program in stromal cells for metastasis initiation.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
313,MED:27942089,27942089,PMC5145272,10.1111/j.1467-8659.2012.03110.x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,StratomeX: Visual Analysis of Large-Scale Heterogeneous Genomics Data for Cancer Subtype Characterization.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
314,MED:21478275,21478275,PMC3228192,10.1634/theoncologist.2010-0248,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Long-term neuropathy after oxaliplatin treatment: challenging the dictum of reversibility.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
315,MED:21712445,21712445,,10.1158/1078-0432.ccr-10-3096,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Gene expression profiling of fixed tissues identified hypoxia-inducible factor-1α, VEGF, and matrix metalloproteinase-2 as biomarkers of lymph node metastasis in hepatocellular carcinoma.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
316,MED:20106720,20106720,,10.1016/s1470-2045(09)70381-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Neoadjuvant capecitabine and oxaliplatin before chemoradiotherapy and total mesorectal excision in MRI-defined poor-risk rectal cancer: a phase 2 trial.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
317,MED:20129251,20129251,PMC2818769,10.1016/j.ccr.2009.12.020,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Integrated genomic analysis identifies clinically relevant subtypes of glioblastoma characterized by abnormalities in PDGFRA, IDH1, EGFR, and NF1.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
318,MED:20386703,20386703,PMC2851649,10.1371/journal.pone.0010061,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Association between DNA damage response and repair genes and risk of invasive serous ovarian cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
319,MED:20524862,20524862,,10.5858/134.6.837,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,TNM staging system of colorectal carcinoma: a critical appraisal of challenging issues.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
320,MED:20688152,20688152,,10.1016/j.ygeno.2010.07.010,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A comparison between ribo-minus RNA-sequencing and polyA-selected RNA-sequencing.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
321,MED:20929874,20929874,PMC3001098,10.1093/nar/gkq871,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Optimizing the noise versus bias trade-off for Illumina whole genome expression BeadChips.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
322,MED:21085593,21085593,PMC2981572,10.1371/journal.pone.0013984,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Enrichment map: a network-based method for gene-set enrichment visualization and interpretation.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
323,MED:19208739,19208739,PMC2645472,10.1158/1541-7786.mcr-08-0435,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Rembrandt: helping personalized medicine become a reality through integrative translational research.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
324,MED:19244127,19244127,PMC2845963,10.1158/0008-5472.can-08-2100,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Unsupervised analysis of transcriptomic profiles reveals six glioma subtypes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
325,MED:19318476,19318476,PMC3050629,10.1158/1078-0432.ccr-08-2430,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Microarray analysis of early stage serous ovarian cancers shows profiles predictive of favorable outcome.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
326,MED:19339720,19339720,,10.1056/nejmoa0805019,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Cetuximab and chemotherapy as initial treatment for metastatic colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
327,MED:19451425,19451425,,10.1200/jco.2008.21.6663,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Randomized phase III trial comparing biweekly infusional fluorouracil/leucovorin alone or with irinotecan in the adjuvant treatment of stage III colon cancer: PETACC-3.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
328,MED:19505943,19505943,PMC2723002,10.1093/bioinformatics/btp352,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The Sequence Alignment/Map format and SAMtools.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
329,MED:18301740,18301740,PMC2244704,10.1371/journal.pone.0001662,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,High throughput gene expression measurement with real time PCR in a microfluidic dynamic array.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
330,MED:18635485,18635485,,10.1213/ane.0b013e318173465e,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Sevoflurane and the feto-placental vasculature: the role of nitric oxide and vasoactive eicosanoids.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
331,MED:18654623,18654623,PMC2447881,10.1371/journal.pcbi.1000029,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Nonnegative matrix factorization: an analytical and interpretive tool in computational biology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
332,MED:19038000,19038000,,10.1111/j.1349-7006.2008.01002.x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Using gene expression profiling to identify a prognostic molecular spectrum in gliomas.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
